44,33,33,21,15,21,15,9,9,9,9,9,9,9,3,3,3,9,3,9,15,15,9,9,3,9
33,27,27,15,15,15,9,3,3,9,3,3,3,3,-3,3,3,3,9,3,9,9,3,9,9,9
33,21,15,15,9,9,9,-3,-9,-3,3,-3,3,3,-3,-3,-3,-3,-3,3,3,-3,9,9,9,15
33,21,15,15,9,-9,-9,-15,-15,-15,-9,-9,-3,-3,-9,-15,-15,-3,-3,3,-3,-3,-3,3,9,15
33,21,9,3,3,-3,-15,-15,-15,-15,-21,-15,-15,-15,-21,-21,-9,-9,-3,-3,-3,-3,-3,-3,3,9
27,15,9,-3,-9,-9,-9,-21,-33,-33,-21,-21,-21,-15,-27,-21,-21,-15,-15,-15,-3,-3,-3,3,3,3
27,15,9,-3,-15,-15,-15,-33,-27,-33,-33,-33,-21,-27,-27,-27,-27,-21,-21,-15,-9,-9,-9,-3,3,9
21,15,-3,-9,-15,-21,-27,-40,-40,-40,-40,-33,-33,-33,-40,-27,-27,-21,-21,-15,-15,-9,-9,-3,-3,3
134,15,-3,-9,-21,-33,-33,-46,-46,-46,-46,-46,-46,-40,-46,-40,-27,-27,-21,-21,-15,-15,-9,-3,-3,3
139,114,66,-15,-27,-40,-40,-52,-52,-59,-59,-59,-46,-46,-46,-46,-40,-33,-27,-27,-15,-21,-9,-9,-3,3
139,124,98,72,-27,-40,-52,-66,-66,-66,-66,-66,-59,-46,-52,-46,-40,-40,-33,-27,-21,-21,-15,-9,-3,3
124,119,98,82,55,44,-59,-72,-79,-79,-72,-72,-66,-59,-66,-52,-46,-46,-33,-27,-21,-27,-9,-9,-3,-3
88,88,82,77,55,38,9,-79,-85,-92,-92,-79,-72,-66,-66,-52,-52,-46,-33,-27,-27,-27,-21,-15,-3,-3
15,27,50,55,44,33,15,-15,-99,-106,-99,-92,-85,-72,-72,-66,-52,-46,-40,-33,-33,-27,-21,-15,-3,-3
21,3,-21,-27,-3,9,9,-21,-46,-120,-120,-106,-92,-72,-79,-72,-52,-52,-46,-33,-27,-27,-21,-9,-9,-3
21,-3,-21,-40,-52,-79,-21,-33,-59,-113,-120,-120,-99,-79,-79,-72,-59,-46,-40,-33,-27,-27,-27,-9,-9,-3
15,-3,-15,-40,-66,-85,-72,-66,-79,-99,-127,-127,-106,-92,-85,-79,-59,-52,-40,-40,-27,-33,-21,-21,-9,-3
21,-3,-15,-33,-66,-92,-92,-120,-92,-99,-120,-134,-120,-99,-85,-72,-66,-52,-46,-40,-27,-27,-27,-15,-9,-3
15,3,-15,-46,-66,-92,-113,-127,-134,-127,-127,-127,-120,-92,-92,-79,-66,-52,-46,-40,-27,-27,-27,-21,-15,-3
21,3,-15,-40,-59,-85,-120,-127,-134,-141,-134,-134,-120,-99,-85,-79,-72,-52,-46,-33,-27,-33,-27,-21,-9,-3
15,77,61,66,55,38,33,3,-21,-46,-66,-127,-120,-99,-92,-79,-66,-52,-46,-40,-27,-33,-27,-15,-9,-3
119,104,98,77,72,44,38,15,-15,-40,-46,-106,-120,-99,-92,-72,-66,-52,-46,-40,-33,-33,-27,-15,-9,-3
139,119,104,82,61,44,21,-3,-27,-46,-66,-99,-113,-106,-92,-72,-66,-52,-46,-40,-33,-33,-27,-21,-15,-9
139,114,93,77,55,-52,-66,-85,-92,-92,-113,-120,-113,-92,-79,-72,-52,-46,-46,-33,-27,-33,-27,-21,-9,-9
104,61,66,-21,-40,-46,-59,-79,-79,-92,-92,-99,-92,-79,-79,-72,-52,-46,-46,-33,-27,-33,-27,-15,-15,-9
21,9,-9,-21,-27,-40,-52,-66,-66,-72,-79,-79,-79,-72,-72,-59,-52,-46,-46,-33,-27,-27,-21,-21,-15,-9
21,9,-3,-15,-27,-33,-40,-52,-66,-66,-72,-66,-66,-66,-59,-52,-52,-40,-40,-33,-21,-27,-27,-15,-15,-9
27,9,-3,-15,-21,-27,-33,-46,-52,-52,-52,-59,-46,-46,-52,-46,-46,-33,-27,-27,-27,-27,-21,-15,-9,-9
21,9,3,-9,-9,-15,-27,-40,-40,-40,-40,-40,-40,-40,-46,-40,-27,-33,-27,-21,-21,-21,-15,-9,-9,-3
21,15,9,-3,-9,-15,-15,-21,-33,-33,-33,-27,-33,-27,-33,-33,-27,-27,-21,-21,-21,-27,-9,-15,-9,-9
27,15,9,3,-3,-9,-9,-21,-21,-21,-21,-21,-15,-21,-27,-27,-21,-21,-21,-21,-15,-21,-9,-9,-9,-9
27,27,15,9,3,3,9,-9,-15,-15,-9,-9,-15,-9,-21,-21,-15,-15,-9,-9,-3,-9,-9,-9,-9,-9
27,27,15,15,9,9,3,3,-3,3,-3,-3,-3,3,-3,-3,-9,-3,-9,-3,-3,-9,-3,-9,-3,-3
27,27,15,21,15,21,15,3,9,9,9,3,3,9,-3,-3,3,-3,3,-3,3,-9,-3,-3,3,-3
27,27,21,27,21,21,15,15,21,15,21,15,15,15,3,3,3,3,3,3,3,-3,-3,3,-3,-3
33,27,27,33,33,27,27,21,27,21,21,15,21,21,21,15,9,9,15,9,3,-3,-3,-9,-3,-3
