38,33,33,27,27,27,21,21,21,21,15,9,15,15,9,15,9,15,15,21,15,21,21,21,21,21
38,33,27,27,27,15,15,15,15,15,9,9,9,9,3,9,9,15,15,9,15,15,21,21,21,21
109,93,72,27,15,15,15,9,9,3,9,9,3,3,3,3,3,3,3,9,9,15,21,21,27,21
114,104,88,88,72,15,9,9,3,9,27,3,3,3,-3,3,-3,3,3,9,9,15,15,15,21,21
114,98,93,93,82,72,66,44,33,33,15,27,15,3,-9,-3,-3,-3,3,-3,3,9,15,15,15,21
88,88,88,82,82,77,66,61,44,33,27,21,21,3,-9,-15,-3,-3,3,3,3,3,15,15,15,15
33,38,50,55,61,55,55,50,44,33,33,27,9,3,-15,-9,-3,-3,3,3,3,3,3,9,21,15
27,21,9,9,9,15,21,3,27,27,-9,-9,-15,-9,-15,-9,-9,-3,-3,-3,-3,3,9,9,15,21
27,21,21,9,3,3,3,3,-3,3,3,-15,-9,-15,-15,-15,-3,-3,-9,-3,-3,3,3,3,15,9
27,27,9,9,9,-3,3,-9,-9,-3,-9,-15,-15,-15,-15,-21,-9,-9,-3,-3,-3,3,3,3,9,15
27,21,15,9,3,3,3,-3,-9,-9,-15,-15,-15,-15,-15,-15,-15,-21,-9,-9,-3,-3,3,3,3,9
33,27,15,9,3,-3,-9,-15,-15,-15,-15,-15,-15,-15,-21,-15,-15,-15,-9,-9,-3,-3,3,3,9,3
27,21,15,9,3,-3,-9,-15,-15,-15,-15,-15,-15,-15,-21,-21,-15,-9,-9,-9,-3,-3,-3,3,3,3
27,21,9,3,3,-9,-9,-9,-21,-15,-15,-15,-15,-15,-21,-21,-21,-15,-9,-9,-9,-3,-3,3,3,3
27,21,15,9,3,-15,-9,-15,-15,-21,-21,-21,-15,-15,-21,-21,-15,-15,-15,-9,-3,-9,-3,-3,3,3
27,15,9,9,3,-15,-15,-15,-15,-21,-21,-21,-21,-15,-21,-21,-21,-9,-15,-9,-9,-3,-3,3,-3,3
27,15,9,3,-3,-9,-15,-15,-21,-3,-3,-21,-21,-15,-21,-21,-15,-15,-3,-15,-3,-3,-3,-3,3,3
27,15,9,-3,-3,-3,3,3,9,21,15,15,3,-9,-21,-21,-9,-15,-15,-9,-9,-3,-3,3,3,3
33,33,27,38,33,38,27,27,21,27,27,15,3,-3,-21,-21,-15,-15,-9,-9,-3,-3,-3,-3,-3,3
77,77,72,66,55,55,38,27,21,21,27,15,3,-3,-21,-21,-21,-9,-9,-3,-9,-3,-3,-3,-3,-3
98,93,82,77,55,50,38,21,3,3,9,-3,-15,-15,-21,-21,-15,-15,-9,-9,-9,-9,-3,-3,-3,3
109,93,82,72,50,21,-15,-21,-21,-21,-15,-15,-9,-15,-21,-21,-15,-21,-9,-9,-9,-3,-9,-3,-3,3
104,77,72,3,-9,-15,-15,-15,-15,-21,-21,-21,-15,-15,-21,-21,-15,-9,-9,-9,-15,-9,-9,-3,-3,-3
27,9,9,3,-3,-15,-15,-15,-15,-15,-15,-15,-15,-9,-21,-15,-15,-9,-9,-9,-15,-9,-3,-3,-3,-3
27,9,3,3,-3,-3,-3,-9,-15,-9,-15,-9,-9,-9,-15,-15,-9,-9,-9,-9,-15,-9,-3,-3,-3,-3
21,9,9,-3,3,-3,-3,-15,-3,-9,-9,-15,-9,-3,-21,-15,-9,-9,-9,-9,-9,-3,-9,-9,-3,-3
21,15,9,3,3,-3,3,-3,-3,-15,-3,-9,-3,-3,-9,-15,-9,-3,-9,-9,-3,-3,-3,-3,-3,-3
27,9,9,3,3,3,3,-3,-9,-3,3,-9,3,-3,-9,-9,-3,-9,-9,-9,-9,-9,-3,-3,-3,-3
21,15,9,9,3,3,3,3,3,3,-3,3,3,-3,-3,-9,-9,-9,-3,-9,-9,-3,-3,-9,-3,-3
15,21,15,9,9,3,9,3,3,3,3,3,-3,3,-3,-9,-3,-3,-3,-3,-3,-3,-3,-9,-3,-3
21,21,9,9,9,9,9,3,3,3,9,3,9,3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3
21,21,15,15,9,9,15,9,3,9,9,9,3,9,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
21,21,15,21,15,9,9,15,9,9,9,9,9,9,3,3,-3,3,3,3,-3,-3,3,3,-3,-3
27,15,15,15,15,21,21,9,15,15,15,9,9,9,3,3,3,3,3,3,-3,-3,3,3,-3,-3
21,21,15,21,15,21,15,15,21,15,21,21,21,15,3,9,3,3,3,3,-3,-3,3,3,3,3
21,21,21,15,15,21,15,15,21,9,15,15,9,15,3,3,3,-3,-3,3,3,-3,-413,-403,-21,-403
