50,38,44,33,38,38,33,33,27,27,27,27,27,27,15,21,21,15,9,9,9,15,15,15,15,15
50,38,33,33,33,21,27,27,21,27,21,27,21,27,15,15,21,15,15,9,9,9,9,15,15,21
44,38,33,33,33,33,33,33,15,21,21,15,15,21,9,9,9,9,3,9,3,15,15,15,21,15
50,33,27,27,21,27,21,15,15,21,15,15,15,15,3,3,3,9,3,3,-3,9,9,15,21,15
44,38,27,33,21,21,21,15,15,9,9,9,21,15,3,3,3,3,3,-3,-3,-3,9,9,15,15
44,33,27,21,21,15,21,15,9,9,9,9,15,9,-3,3,9,3,-3,-3,-3,-3,9,9,9,15
38,27,27,21,9,21,15,15,9,9,9,3,9,9,-3,-3,3,-3,-3,-3,-3,3,3,9,15,9
44,33,15,15,15,15,15,15,9,9,3,3,9,9,-3,-3,-3,3,-3,-3,-9,-3,-3,9,9,9
38,33,27,15,9,15,15,9,9,3,9,3,3,3,-3,-3,-3,-3,-3,-3,-9,-3,-3,3,3,9
38,27,21,15,15,9,9,9,-3,3,3,3,3,3,-3,-3,-3,-9,-3,-9,-9,-9,-3,3,-3,3
38,33,21,15,3,9,9,9,-3,3,3,3,3,3,-3,-9,-3,-9,-9,-3,-9,-9,-3,3,-3,9
38,27,21,9,9,9,3,3,-3,-3,-3,-3,3,3,-9,-3,-3,-9,-3,-9,-9,-3,-3,-3,3,-3
38,27,21,15,3,-3,-3,-3,-9,-9,-9,-3,-3,-3,-9,-3,-9,-9,-9,-3,-9,-9,-9,-3,3,-3
38,27,15,9,-3,3,3,-9,-15,-9,-9,-3,-9,-9,-9,-9,-9,-3,-3,-3,-9,-9,-9,-3,-3,-3
33,27,9,9,9,-9,-3,-9,-15,-15,-15,-9,-3,-3,-9,-15,-3,-9,-3,-3,-9,-9,-3,-3,-3,-3
38,15,9,9,3,-3,-9,-9,-15,-15,-15,-15,-9,-3,-15,-9,-9,-3,-3,-3,-9,-9,-9,-9,-3,3
33,15,9,3,-3,-9,-9,-9,-21,-15,-15,-15,-15,-3,-15,-15,-9,-3,-3,-3,-9,-9,-9,-9,-3,-3
33,21,9,-3,-9,-9,-9,-15,-21,-21,-15,-15,-15,-15,-21,-9,-3,-3,-3,-3,-9,-9,-9,-3,-3,-3
33,9,9,-3,-9,-15,-15,-15,-21,-21,-15,-15,-15,-15,-15,-9,-9,-3,-9,-3,-9,-9,-9,-9,-9,-3
93,72,-3,-9,-15,-15,-21,-21,-27,-21,-21,-21,-15,-9,-15,-9,-9,-3,-3,-3,-9,-9,-9,-9,-3,-9
98,77,61,44,3,-3,-9,-9,-27,-27,-21,-21,-15,-9,-15,-15,-3,-3,-3,-3,-9,-9,-9,-3,-9,-9
88,77,66,55,55,50,50,44,21,27,-15,-15,-15,-9,-9,-3,-3,-9,-9,-3,-9,-9,-9,-9,-9,-3
33,38,61,50,66,77,77,-15,-21,-27,-15,-21,-9,-15,-15,-15,-9,-9,-9,-3,-9,-9,-9,-9,-9,-9
27,15,3,-3,-15,-21,-21,-15,-33,-21,-21,-15,-15,-15,-21,-21,-9,-9,-9,-9,-15,-9,-9,-9,-3,-9
33,9,3,-3,-15,-15,-21,-15,-21,-21,-21,-15,-15,-9,-15,-9,-9,-9,-9,-9,-21,-9,-9,-9,-9,-9
27,9,-3,-9,-9,-21,-15,-15,-27,-21,-21,-15,-15,-9,-21,-15,-3,-3,-9,-3,-9,-9,-9,-9,-9,-9
27,9,3,-3,-9,-21,-15,-15,-21,-21,-15,-15,-15,-9,-9,-15,-3,-3,-9,-9,-9,-9,-9,-9,-9,-9
38,15,38,-3,-9,-15,-15,-15,-27,-15,-21,-15,-9,-15,-9,-9,-15,-9,-9,-9,-9,-9,-9,-9,-9,-9
77,55,61,66,77,82,93,-15,55,3,-15,-15,-9,-9,-9,-9,-9,-9,-3,-9,-9,-9,-9,-9,-9,-9
88,77,66,61,55,55,55,50,15,-15,-9,-3,-3,-3,-9,-9,-3,-3,-3,-3,-9,-9,-9,-9,-15,-9
93,72,50,21,-3,-9,-9,-9,-9,-9,-9,-3,-3,-3,-15,-3,3,-3,-3,-3,-9,-9,-9,-9,-9,-9
77,9,9,9,3,3,9,3,-15,-3,3,-3,3,3,-3,-3,3,3,-3,-3,-9,-9,-9,-9,-9,-9
21,15,15,15,9,9,9,9,3,3,3,9,3,3,3,3,-3,3,3,3,-9,-3,-3,-9,-3,-3
33,15,15,15,15,15,15,15,9,9,9,9,3,15,3,3,3,3,3,3,-3,-9,-3,-3,-9,-9
61,21,21,21,21,15,21,21,15,9,15,15,15,15,3,9,3,3,3,3,-3,-9,-3,-9,-9,-9
66,21,27,21,27,21,21,27,21,15,15,9,9,15,3,3,3,-3,-423,3,-15,-413,-423,-413,-423,-403
