% Created by Marsyas
@relation water52.arff
@attribute Mean_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute output {water52}


@data
% filename water52.wav
% srate 86.1328
-55.630922,5.613895,1.079490,-0.052280,-1.704745,1.177202,1.095905,0.252319,-0.259878,0.084656,0.754414,0.284604,-0.465556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
-55.647478,5.645949,0.978539,-0.002519,-1.680323,1.112966,1.037748,0.262088,-0.248867,0.077010,0.723732,0.290166,-0.427989,0.072167,0.139722,0.440034,0.216903,0.106453,0.280001,0.253504,0.042582,0.047996,0.033330,0.133736,0.024245,0.163750,
-55.749304,5.693507,0.917482,0.073783,-1.664204,1.035301,1.018586,0.302757,-0.226154,0.047231,0.714413,0.288040,-0.363497,0.445912,0.243818,0.502131,0.387391,0.124426,0.427816,0.262701,0.180125,0.107730,0.132302,0.137709,0.026408,0.317794,
-55.600826,5.759690,0.811477,0.077469,-1.622271,0.969163,0.968577,0.268319,-0.190415,0.073516,0.670725,0.277693,-0.344373,0.807999,0.363501,0.656727,0.386524,0.213285,0.497361,0.329841,0.241770,0.182930,0.180550,0.227449,0.052941,0.322550,
-55.472964,5.793484,0.689535,0.147712,-1.610002,0.923843,0.945489,0.240725,-0.171466,0.093421,0.651204,0.322308,-0.288293,0.977646,0.379444,0.805266,0.474259,0.215237,0.517238,0.336220,0.271667,0.194043,0.201418,0.236021,0.203074,0.387559,
-55.343075,5.813036,0.548436,0.228179,-1.504704,0.944428,0.888160,0.246356,-0.152631,0.077115,0.630370,0.339048,-0.233562,1.111443,0.379760,0.957435,0.561925,0.486869,0.534806,0.397798,0.273013,0.202639,0.214258,0.244238,0.212841,0.433258,
-55.293164,5.773182,0.561169,0.224760,-1.480879,0.933478,0.803183,0.277532,-0.164108,0.130073,0.621132,0.336637,-0.155119,1.119779,0.436197,0.966068,0.563826,0.488154,0.532163,0.510035,0.305573,0.214539,0.316215,0.242862,0.213716,0.517907,
-55.267742,5.794326,0.476132,0.239466,-1.422804,0.933865,0.751738,0.285945,-0.135865,0.135905,0.578478,0.356225,-0.111080,1.117591,0.438208,0.991226,0.560232,0.525714,0.532344,0.529436,0.307075,0.236163,0.316399,0.286669,0.225668,0.527005,
-55.250199,5.830653,0.382265,0.236326,-1.386366,0.879560,0.652683,0.260047,-0.153583,0.136226,0.567914,0.388847,-0.051383,1.114502,0.451653,1.018169,0.562032,0.530146,0.559457,0.631303,0.329819,0.257161,0.316350,0.283870,0.257824,0.550566,
-55.302790,5.902228,0.374956,0.271589,-1.317925,0.814541,0.580472,0.243676,-0.160559,0.106347,0.587621,0.400770,-0.028024,1.155297,0.519903,1.013652,0.564935,0.571379,0.595492,0.658489,0.337825,0.261800,0.346586,0.308726,0.258241,0.542347,
-55.338656,5.927513,0.275915,0.320309,-1.262799,0.759070,0.541934,0.209237,-0.156631,0.132863,0.624743,0.430033,0.023421,1.175879,0.517557,1.036488,0.576796,0.584435,0.610606,0.649691,0.368869,0.260868,0.363772,0.365892,0.275971,0.547183,
-55.419471,6.004822,0.236510,0.318209,-1.227715,0.723362,0.490128,0.193009,-0.138158,0.196688,0.599617,0.409248,0.033951,1.246603,0.577001,1.020040,0.578224,0.577876,0.605974,0.644744,0.373725,0.265936,0.451192,0.373304,0.300689,0.539646,
-55.346992,6.007927,0.144425,0.353161,-1.194923,0.673496,0.414366,0.194129,-0.115123,0.196913,0.554234,0.451891,0.086595,1.274040,0.575053,1.022909,0.575896,0.568407,0.607608,0.657998,0.373935,0.274218,0.451138,0.405508,0.338132,0.539706,
-55.393074,6.050814,0.142490,0.334774,-1.120491,0.691504,0.367793,0.213293,-0.092212,0.172588,0.496701,0.436292,0.111558,1.299883,0.576050,1.021173,0.594128,0.593678,0.627287,0.640852,0.386051,0.280242,0.469285,0.451989,0.352386,0.524934,
-55.494142,6.116557,0.076610,0.302632,-1.084824,0.653401,0.330135,0.194160,-0.067174,0.223258,0.479259,0.463729,0.189276,1.389911,0.597081,1.000899,0.630476,0.578746,0.619727,0.618706,0.393061,0.286446,0.509999,0.448424,0.360770,0.548282,
-55.456465,6.109809,-0.151818,0.323268,-1.047059,0.553096,0.218225,0.189915,0.024897,0.266281,0.487689,0.508456,0.210717,1.395893,0.603452,1.238965,0.625254,0.561446,0.685670,0.670339,0.392868,0.455663,0.532298,0.455054,0.390053,0.530347,
-55.180411,6.011842,-0.274572,0.440636,-1.029691,0.494604,0.182064,0.195804,0.060395,0.267755,0.406798,0.475291,0.212437,1.816620,0.802291,1.232494,0.751344,0.545993,0.679807,0.640877,0.394638,0.459731,0.531834,0.536885,0.433462,0.528202,
-55.076172,5.989989,-0.332664,0.461353,-1.016495,0.461332,0.124375,0.187034,0.077893,0.300031,0.419354,0.511472,0.249494,1.847332,0.818619,1.194086,0.743135,0.532541,0.661626,0.607057,0.395233,0.453831,0.539279,0.547695,0.446054,0.504817,
-55.062798,5.999109,-0.357930,0.542355,-1.012844,0.394764,0.070937,0.210501,0.105998,0.289602,0.403488,0.502360,0.261378,1.844233,0.815388,1.169021,0.770521,0.528041,0.653173,0.564749,0.411991,0.449426,0.545327,0.542329,0.452411,0.490436,
-55.168090,5.998689,-0.378954,0.579183,-0.950117,0.400069,0.041243,0.260885,0.150854,0.289295,0.385792,0.476491,0.309202,1.931702,0.815589,1.146546,0.758732,0.516512,0.659903,0.524237,0.471361,0.455400,0.545444,0.536331,0.478181,0.463091,
-55.160858,6.029473,-0.437494,0.627858,-0.863926,0.341339,-0.075654,0.305808,0.185750,0.288937,0.363767,0.499205,0.343960,1.930226,0.812096,1.099511,0.747808,0.527114,0.640097,0.536549,0.509663,0.449289,0.545580,0.529745,0.479315,0.428426,
-55.166881,6.001636,-0.421998,0.650920,-0.841069,0.345416,-0.088215,0.340663,0.246609,0.277241,0.376180,0.514635,0.334675,1.932902,0.813430,1.094499,0.764104,0.521217,0.637480,0.539139,0.541045,0.494769,0.555529,0.527278,0.480704,0.431587,
-55.129396,5.976674,-0.412929,0.632462,-0.825861,0.367914,-0.115511,0.339708,0.213099,0.318768,0.339221,0.516412,0.301499,1.890859,0.803354,1.097531,0.748299,0.509507,0.619300,0.510986,0.539780,0.519260,0.525280,0.538325,0.479758,0.417964,
-55.113886,5.925985,-0.346150,0.701450,-0.829000,0.388523,-0.141289,0.382538,0.193220,0.284900,0.312632,0.506950,0.327852,1.912192,0.772518,1.097941,0.752377,0.509938,0.608636,0.512680,0.509638,0.517229,0.527221,0.572375,0.490073,0.409413,
-55.272576,5.920766,-0.284326,0.679989,-0.767393,0.387611,-0.207496,0.385496,0.184262,0.260304,0.290318,0.440533,0.281240,1.867465,0.770392,1.073693,0.739509,0.504459,0.608825,0.493404,0.505828,0.519979,0.528889,0.578603,0.484760,0.422262,
-55.374619,5.908743,-0.204116,0.659420,-0.841634,0.289794,-0.181887,0.382207,0.194283,0.311600,0.298123,0.434741,0.268489,1.796729,0.770861,1.020360,0.720300,0.430910,0.563425,0.513750,0.506165,0.520514,0.527487,0.580240,0.483278,0.415360,
-55.468205,6.011495,-0.238012,0.729078,-0.820353,0.251875,-0.180406,0.364150,0.233754,0.273512,0.273003,0.441044,0.206705,1.804377,0.755273,0.979122,0.708764,0.421702,0.542289,0.512573,0.494541,0.496552,0.492352,0.578815,0.481468,0.376692,
-55.587738,5.987591,-0.262205,0.691003,-0.799987,0.213983,-0.151558,0.378054,0.255990,0.276928,0.312304,0.409799,0.159157,1.855963,0.761634,0.994154,0.752989,0.443848,0.500645,0.541126,0.499813,0.509044,0.492076,0.578931,0.485444,0.406228,
-55.685541,5.971504,-0.210985,0.753063,-0.749463,0.253451,-0.094316,0.405353,0.330429,0.260656,0.279311,0.397597,0.109298,1.888427,0.757397,0.991624,0.734928,0.477195,0.520136,0.520660,0.478360,0.484613,0.503207,0.583619,0.474992,0.394325,
-55.736705,5.975777,-0.247238,0.786002,-0.747854,0.225682,-0.022159,0.459099,0.347187,0.294382,0.219057,0.375752,0.079245,1.928195,0.763659,0.961936,0.744406,0.478639,0.553272,0.577367,0.481733,0.464461,0.471857,0.552124,0.478751,0.423232,
-55.739746,5.874682,-0.149811,0.729198,-0.688062,0.267876,-0.049674,0.541892,0.372782,0.316904,0.144363,0.335904,0.028176,1.929205,0.865032,0.989048,0.774584,0.560748,0.571499,0.573257,0.462618,0.448460,0.496717,0.468999,0.469035,0.423358,
-55.790982,5.817904,-0.161997,0.748837,-0.631287,0.225705,-0.077516,0.560744,0.363737,0.267647,0.153401,0.381895,0.024169,1.981459,0.814597,0.985030,0.758264,0.583022,0.586464,0.580739,0.444536,0.455448,0.435838,0.472712,0.466076,0.426387,
-55.828080,5.710561,-0.089914,0.735209,-0.605699,0.221125,-0.045654,0.615444,0.390885,0.276429,0.146239,0.282561,0.005213,1.957780,0.955490,0.991200,0.762414,0.575311,0.587161,0.578588,0.472410,0.461075,0.433918,0.478355,0.504578,0.409002,
-55.739333,5.670254,-0.164564,0.783372,-0.601301,0.173036,-0.005731,0.639982,0.386440,0.303753,0.169198,0.262246,0.045850,1.963149,0.939403,0.958928,0.716988,0.578600,0.511961,0.617919,0.485387,0.463333,0.406699,0.462524,0.524436,0.448300,
