% Created by Marsyas
@relation water49.arff
@attribute Mean_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute output {water49}


@data
% filename water49.wav
% srate 86.1328
-49.327628,4.404832,1.183983,-0.199610,-0.993632,0.262264,0.655284,0.458875,0.834173,0.225399,-0.264265,-0.586936,0.253254,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
-49.288695,4.502311,1.090285,-0.165519,-1.028505,0.233800,0.643321,0.426931,0.800196,0.268138,-0.267521,-0.559478,0.232181,0.169705,0.424902,0.408422,0.148602,0.152010,0.124073,0.052147,0.139238,0.148100,0.186299,0.014191,0.119688,0.091854,
-49.318294,4.623519,0.970126,-0.140915,-1.039239,0.226554,0.631412,0.389181,0.778264,0.326338,-0.225079,-0.513362,0.182614,0.218519,0.660338,0.647005,0.178623,0.156677,0.126408,0.071617,0.209886,0.171995,0.306739,0.186284,0.228473,0.230278,
-49.298613,4.710698,0.871167,-0.164026,-1.098619,0.187104,0.593209,0.384564,0.739199,0.350847,-0.250427,-0.488744,0.164928,0.233972,0.736425,0.749903,0.211581,0.293468,0.206717,0.176168,0.209317,0.232831,0.317104,0.221125,0.245136,0.237639,
-49.269750,4.740622,0.748688,-0.175599,-1.093034,0.157694,0.509955,0.314476,0.686393,0.369169,-0.204726,-0.471025,0.140465,0.262481,0.735547,0.877922,0.219397,0.296461,0.233978,0.390374,0.355992,0.311706,0.319899,0.295492,0.250155,0.252035,
-49.196401,4.806933,0.679167,-0.115075,-1.075799,0.135187,0.459123,0.286285,0.653872,0.401034,-0.182815,-0.427436,0.120567,0.403269,0.761604,0.895574,0.338864,0.311383,0.244259,0.432100,0.365635,0.328091,0.335358,0.306313,0.297610,0.257983,
-49.152349,4.887803,0.562834,-0.098773,-1.043847,0.131208,0.445112,0.251464,0.633868,0.375818,-0.170169,-0.406180,0.118688,0.433516,0.799540,0.970430,0.342231,0.348723,0.242801,0.430051,0.380404,0.328684,0.365244,0.307906,0.300625,0.257145,
-49.162310,4.956885,0.467664,-0.089988,-1.027682,0.186193,0.408454,0.247262,0.641032,0.383480,-0.161411,-0.395380,0.088663,0.439675,0.814377,0.997794,0.341784,0.358044,0.361672,0.441664,0.378550,0.334482,0.363612,0.307596,0.297804,0.274174,
-49.123003,5.011156,0.363177,-0.055687,-1.016293,0.217731,0.345136,0.216928,0.656755,0.420209,-0.125259,-0.351282,0.041475,0.457901,0.811942,1.026322,0.362838,0.362541,0.393071,0.489882,0.384636,0.350212,0.382405,0.334680,0.329758,0.319289,
-49.112843,5.046852,0.310841,-0.034487,-0.960842,0.233787,0.337331,0.202720,0.640474,0.462231,-0.114428,-0.308328,0.023382,0.455496,0.800109,1.009685,0.366181,0.438602,0.401039,0.486107,0.380664,0.349153,0.404242,0.333509,0.351499,0.317020,
-49.008380,5.053022,0.268615,-0.011497,-0.971386,0.227697,0.314170,0.153043,0.581624,0.460870,-0.125545,-0.236457,0.011331,0.608229,0.795597,0.989749,0.369511,0.441787,0.401486,0.481419,0.407851,0.406095,0.405082,0.341919,0.426203,0.312603,
-48.942155,5.146092,0.123219,-0.032722,-1.019948,0.237484,0.273981,0.098929,0.518850,0.461710,-0.099795,-0.170341,0.025221,0.641082,0.822740,1.055973,0.391258,0.492081,0.404583,0.484803,0.434605,0.456155,0.404610,0.349804,0.467289,0.328796,
-48.974929,5.253977,0.008341,0.026816,-1.022440,0.244827,0.203714,0.048772,0.495283,0.454186,-0.113909,-0.144426,-0.006772,0.675767,0.859128,1.059294,0.447841,0.492068,0.406295,0.524651,0.447853,0.451406,0.410293,0.361650,0.457741,0.336100,
-48.981882,5.299631,-0.126348,0.047828,-0.997910,0.261534,0.106705,0.021305,0.461577,0.443914,-0.061912,-0.081594,0.031455,0.680062,0.836761,1.072424,0.446581,0.504952,0.413475,0.605351,0.438609,0.450009,0.418385,0.408076,0.478465,0.400758,
-48.961292,5.419066,-0.206136,0.077476,-0.982128,0.272905,0.079851,-0.010329,0.423679,0.502181,-0.064630,-0.065121,0.050256,0.675501,0.870321,1.030511,0.448847,0.509749,0.416455,0.592189,0.428611,0.448950,0.462697,0.409593,0.466300,0.419123,
-48.979746,5.503897,-0.313195,0.140146,-0.962674,0.276552,0.074964,-0.014718,0.395453,0.525526,-0.035027,-0.000185,0.073476,0.690139,0.849771,0.990996,0.491280,0.516321,0.416666,0.587808,0.424211,0.439909,0.459913,0.415448,0.479358,0.441968,
-48.953137,5.525821,-0.408021,0.203940,-0.930624,0.258426,-0.010836,-0.064481,0.338684,0.559148,0.010627,0.055903,0.045955,0.686463,0.826469,0.932190,0.524719,0.533029,0.424701,0.621133,0.424112,0.452703,0.461321,0.437340,0.473007,0.447024,
-48.974313,5.582509,-0.475324,0.245676,-0.904231,0.264727,-0.083813,-0.126101,0.280061,0.556367,0.056279,0.097451,0.050815,0.703996,0.785503,0.860668,0.524158,0.542244,0.425645,0.624316,0.433030,0.460590,0.463487,0.453614,0.450685,0.449772,
-49.015951,5.671706,-0.514160,0.253668,-0.904346,0.275871,-0.090376,-0.165725,0.176801,0.510302,0.103726,0.153652,0.030868,0.746977,0.747055,0.800327,0.518495,0.542263,0.428343,0.617160,0.413507,0.547994,0.534443,0.467034,0.431512,0.449197,
-49.027342,5.737851,-0.614828,0.296923,-0.902620,0.243378,-0.176108,-0.233592,0.119487,0.464375,0.133351,0.238531,0.061013,0.753353,0.688204,0.700838,0.514949,0.542031,0.452131,0.626642,0.416800,0.536058,0.593192,0.461511,0.444260,0.482132,
-49.046424,5.808460,-0.743715,0.283948,-0.877506,0.252439,-0.221881,-0.249273,0.103534,0.480814,0.134304,0.263410,0.063070,0.765453,0.616526,0.585758,0.530336,0.548826,0.454229,0.596974,0.395824,0.519028,0.590892,0.460708,0.409943,0.483035,
-49.126850,5.790190,-0.729121,0.317759,-0.822058,0.275993,-0.278073,-0.262672,0.122846,0.472409,0.106147,0.207392,0.057618,0.792970,0.605391,0.590531,0.562481,0.519038,0.436475,0.587095,0.397783,0.527684,0.583455,0.503415,0.511290,0.486220,
