% Created by Marsyas
@relation water56.arff
@attribute Mean_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute output {water56}


@data
% filename water56.wav
% srate 93.75
-73.032092,3.250040,-0.096006,0.870162,-1.073470,0.612857,0.031963,0.290855,0.691109,0.310110,0.144457,0.352436,0.113883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
-73.033190,3.285092,-0.056796,0.838208,-1.058810,0.536689,0.013979,0.308615,0.669335,0.313817,0.140585,0.320683,0.107249,0.004785,0.152789,0.170911,0.139284,0.063902,0.332010,0.078392,0.077413,0.094911,0.016158,0.016878,0.138409,0.028921,
-73.080616,3.297989,0.061973,0.829759,-1.022981,0.506246,-0.005979,0.277860,0.651165,0.338975,0.178433,0.371790,0.113100,0.206528,0.160003,0.536576,0.142184,0.165600,0.351000,0.113999,0.158293,0.120373,0.110000,0.166720,0.268382,0.039554,
-72.667371,3.152529,0.246236,0.963553,-0.973110,0.493696,0.004917,0.224273,0.601607,0.331099,0.128947,0.372237,0.139460,1.824121,0.664505,0.935305,0.609214,0.263897,0.351451,0.126802,0.279682,0.239155,0.117188,0.278726,0.268357,0.121689,
-72.330661,3.144327,0.367205,1.008764,-0.906332,0.507853,0.038863,0.186563,0.577658,0.339073,0.136794,0.409665,0.163125,2.288208,0.664263,1.034422,0.633667,0.375454,0.361524,0.199524,0.316575,0.252598,0.120857,0.281250,0.311687,0.155686,
-72.016991,3.133586,0.445655,1.024507,-0.878712,0.496752,0.047471,0.183459,0.576003,0.300092,0.127343,0.415816,0.101754,2.581715,0.664203,1.055597,0.633939,0.382397,0.361538,0.202729,0.315841,0.251957,0.213859,0.283996,0.311711,0.319129,
-71.797980,3.087959,0.520491,1.076378,-0.794335,0.507237,0.083851,0.156351,0.535489,0.315499,0.112261,0.368668,0.025607,2.670574,0.685634,1.067531,0.661051,0.498628,0.367741,0.255179,0.328473,0.292135,0.224844,0.290619,0.381282,0.458439,
-71.518008,3.000061,0.678833,1.049092,-0.698963,0.487973,0.067634,0.150484,0.489329,0.315302,0.137347,0.374509,0.023045,2.816068,0.767070,1.191956,0.679991,0.606801,0.371772,0.267949,0.327063,0.333855,0.224850,0.313100,0.381883,0.458081,
-71.204445,2.775288,0.790876,1.103336,-0.587931,0.536593,0.064303,0.202142,0.477870,0.336611,0.155522,0.377194,0.036843,2.974699,1.198311,1.218872,0.706316,0.720609,0.441895,0.268784,0.414940,0.330651,0.242823,0.323367,0.381907,0.464717,
-70.968682,2.686303,0.949864,1.184965,-0.563591,0.509673,0.077990,0.206991,0.418794,0.319781,0.142130,0.316410,-0.011384,3.007182,1.225523,1.297655,0.766431,0.711968,0.452696,0.273714,0.416512,0.387873,0.255415,0.329045,0.468042,0.502714,
-70.661787,2.563007,1.010740,1.300065,-0.480688,0.450727,0.078829,0.230003,0.375480,0.311248,0.190244,0.310682,-0.038149,3.092920,1.285196,1.275533,0.875592,0.743601,0.508712,0.273597,0.432901,0.403114,0.258428,0.390485,0.468267,0.509536,
