% Created by Marsyas
@relation water44.arff
@attribute Mean_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute output {water44}


@data
% filename water44.wav
% srate 86.1328
-51.979196,-2.877107,-1.157981,-0.131084,0.421730,0.551917,-0.080102,-0.721259,0.115464,0.515890,0.348941,0.631904,0.345207,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
-52.034373,-2.891600,-1.162097,-0.130902,0.438286,0.505290,-0.056311,-0.663737,0.110901,0.497545,0.364106,0.600350,0.353029,0.240510,0.063174,0.017941,0.000792,0.072165,0.203242,0.103700,0.250735,0.019891,0.079965,0.066103,0.137539,0.034096,
-52.024922,-2.930081,-1.256320,-0.121083,0.422401,0.478793,0.001074,-0.591015,0.076279,0.466362,0.353282,0.555273,0.376138,0.246140,0.176096,0.410157,0.042767,0.102607,0.228421,0.265690,0.393676,0.151174,0.154031,0.083209,0.233836,0.104627,
-51.998006,-2.837592,-1.142553,-0.018018,0.459621,0.441779,0.040565,-0.580495,0.079694,0.411287,0.332486,0.535606,0.325234,0.277150,0.450929,0.660698,0.448989,0.191834,0.269803,0.306287,0.392866,0.152783,0.275504,0.123780,0.242928,0.251650,
-52.033651,-2.862859,-1.123438,-0.003643,0.441995,0.415628,0.053296,-0.536576,0.072679,0.429496,0.348212,0.535289,0.347836,0.315615,0.466330,0.665488,0.449741,0.209855,0.282890,0.306298,0.422643,0.154194,0.293278,0.143312,0.242806,0.271913,
-52.017732,-2.828249,-1.125698,0.014091,0.410507,0.400713,0.066636,-0.501782,0.090353,0.452612,0.333910,0.497545,0.348082,0.325824,0.489118,0.665678,0.451356,0.253285,0.283175,0.306008,0.434485,0.176702,0.316480,0.156218,0.280585,0.271913,
-52.057183,-2.842407,-1.104002,-0.025367,0.405377,0.393806,0.105622,-0.431800,0.124715,0.554346,0.353323,0.471477,0.343330,0.364269,0.494397,0.671320,0.494732,0.254043,0.281080,0.333282,0.501111,0.235336,0.556488,0.179298,0.290921,0.272751,
-52.075928,-2.852289,-1.142520,-0.013816,0.433270,0.353277,0.113872,-0.329312,0.170294,0.590133,0.337896,0.420590,0.340129,0.369384,0.496960,0.694995,0.494826,0.283254,0.312088,0.330614,0.625580,0.306612,0.575551,0.191845,0.342794,0.273086,
-52.107561,-2.893534,-1.175270,-0.022313,0.423073,0.321921,0.141521,-0.233817,0.179953,0.604041,0.342316,0.414483,0.356110,0.386441,0.530413,0.710219,0.498214,0.287131,0.321905,0.336310,0.699829,0.307773,0.576948,0.193063,0.340052,0.282118,
-52.120034,-2.900556,-1.212701,-0.039651,0.415959,0.290775,0.164668,-0.163149,0.201492,0.571514,0.343265,0.386399,0.335079,0.386122,0.531078,0.727830,0.507642,0.288833,0.328218,0.336191,0.718159,0.317429,0.598920,0.193140,0.344106,0.297409,
-52.106726,-2.954000,-1.223572,-0.015636,0.361244,0.246919,0.209846,-0.090980,0.219702,0.577010,0.350328,0.361965,0.331643,0.395226,0.577759,0.728555,0.514069,0.373731,0.348376,0.360122,0.730859,0.322379,0.598889,0.195782,0.343154,0.297669,
