% Created by Marsyas
@relation water47.arff
@attribute Mean_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute output {water47}


@data
% filename water47.wav
% srate 86.1328
-48.927881,-2.181603,-1.354123,-0.941073,-0.314909,-0.212350,0.180190,-0.272000,-0.745792,-1.118250,-0.827235,-0.147059,-0.126536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
-48.900512,-2.159144,-1.346266,-0.962859,-0.307978,-0.173668,0.204799,-0.261520,-0.735196,-1.080340,-0.806969,-0.177014,-0.143340,0.119300,0.097897,0.034250,0.094963,0.030213,0.168611,0.107267,0.045681,0.046187,0.165246,0.088339,0.130571,0.073248,
-48.970396,-2.229796,-1.384356,-0.910802,-0.298598,-0.159024,0.238876,-0.253891,-0.694546,-1.007883,-0.808975,-0.200414,-0.112375,0.332942,0.328025,0.171284,0.250551,0.049541,0.177119,0.178585,0.055071,0.180741,0.348655,0.089228,0.161401,0.156921,
-49.007433,-2.283490,-1.373303,-0.865222,-0.268468,-0.169129,0.206095,-0.222836,-0.650959,-0.912242,-0.789446,-0.195069,-0.088208,0.365737,0.396488,0.179799,0.315420,0.136823,0.185443,0.236973,0.142239,0.253569,0.523688,0.120394,0.164814,0.187181,
-48.983020,-2.299280,-1.365319,-0.818512,-0.296044,-0.169663,0.218334,-0.241611,-0.628900,-0.823354,-0.725799,-0.128995,-0.018351,0.385967,0.398400,0.183971,0.365867,0.189025,0.185582,0.241594,0.169632,0.263360,0.622692,0.294369,0.341260,0.349861,
-49.020654,-2.321533,-1.341026,-0.784196,-0.343936,-0.227378,0.249546,-0.178684,-0.565410,-0.771118,-0.692093,-0.139498,-0.004351,0.414404,0.403601,0.213546,0.384475,0.284810,0.320404,0.272941,0.316523,0.362081,0.639359,0.318435,0.344867,0.350852,
-49.020833,-2.353602,-1.320065,-0.726069,-0.379446,-0.260897,0.266232,-0.154410,-0.529134,-0.700243,-0.653131,-0.174860,-0.002779,0.414365,0.416484,0.231087,0.440204,0.320957,0.350710,0.278339,0.326881,0.378179,0.674549,0.345995,0.378454,0.350371,
-49.062258,-2.461491,-1.289526,-0.675063,-0.344193,-0.265403,0.235183,-0.217334,-0.538492,-0.638861,-0.587316,-0.136395,-0.003399,0.443398,0.597918,0.262755,0.470401,0.362182,0.350637,0.318014,0.443708,0.385666,0.689411,0.423199,0.416506,0.350600,
-49.038092,-2.523775,-1.256700,-0.638589,-0.304097,-0.208894,0.217614,-0.244125,-0.548798,-0.608490,-0.550843,-0.080796,0.052510,0.462809,0.629562,0.292015,0.476601,0.405055,0.435446,0.330046,0.461999,0.393737,0.680951,0.432286,0.480652,0.410539,
-49.062422,-2.525044,-1.213947,-0.615443,-0.300511,-0.202508,0.223001,-0.264392,-0.533341,-0.572095,-0.512703,-0.039655,0.035784,0.469123,0.628896,0.334172,0.472573,0.405261,0.436285,0.330270,0.471569,0.391763,0.672128,0.439803,0.507675,0.424085,
-49.058188,-2.508710,-1.162002,-0.563570,-0.242003,-0.214897,0.220554,-0.261012,-0.492378,-0.513057,-0.509725,-0.030996,0.028113,0.470698,0.641716,0.385197,0.490579,0.477066,0.439891,0.330759,0.471744,0.409823,0.673418,0.437861,0.507246,0.428317,
-49.094368,-2.579246,-1.112055,-0.481075,-0.173610,-0.179098,0.218094,-0.242983,-0.498822,-0.451964,-0.483700,-0.018537,0.071989,0.486825,0.678370,0.420220,0.554695,0.553619,0.466944,0.331233,0.477831,0.414742,0.671164,0.433664,0.507302,0.454380,
-49.094025,-2.551713,-1.059067,-0.390745,-0.157765,-0.205770,0.211034,-0.292785,-0.493383,-0.423355,-0.449235,-0.034974,0.045800,0.486944,0.704618,0.451971,0.616127,0.553883,0.483040,0.333463,0.527577,0.412172,0.654132,0.432382,0.516443,0.479469,
-49.096178,-2.598109,-1.012408,-0.325104,-0.095478,-0.178456,0.229887,-0.285606,-0.454211,-0.322312,-0.410142,-0.062025,0.032083,0.486299,0.709256,0.467019,0.623884,0.600770,0.497135,0.341742,0.528786,0.423398,0.693862,0.431783,0.535426,0.488051,
-49.138573,-2.566334,-0.990134,-0.264548,-0.073957,-0.201640,0.278598,-0.289005,-0.456467,-0.272833,-0.332316,-0.042386,0.021421,0.506327,0.740740,0.460772,0.619922,0.600233,0.508848,0.396267,0.528906,0.425063,0.670220,0.486411,0.539138,0.493696,
-49.125119,-2.573816,-1.004471,-0.185747,-0.071291,-0.213282,0.297113,-0.266319,-0.433887,-0.212879,-0.273336,0.022710,0.051294,0.515242,0.737565,0.476081,0.629017,0.599274,0.511616,0.399872,0.538787,0.421070,0.645072,0.494276,0.597958,0.501848,
-49.188666,-2.576882,-0.896730,-0.093908,0.002908,-0.165282,0.302151,-0.326923,-0.398598,-0.128335,-0.240506,0.047797,0.065352,0.563146,0.736054,0.609806,0.645894,0.653897,0.552827,0.399001,0.600637,0.423021,0.631535,0.477932,0.600827,0.500606,
-49.200623,-2.529435,-0.829658,-0.019880,0.052861,-0.131813,0.332167,-0.283996,-0.358960,-0.018561,-0.176132,0.048244,0.055139,0.560012,0.788707,0.629271,0.629186,0.665763,0.568991,0.411094,0.632844,0.425764,0.640672,0.481264,0.600685,0.506466,
-49.206466,-2.515028,-0.752866,0.088589,0.109888,-0.077403,0.368231,-0.255792,-0.219781,0.151277,-0.126380,0.059899,0.036051,0.557741,0.797511,0.653816,0.647749,0.680502,0.609290,0.427491,0.645199,0.664564,0.764837,0.462447,0.599042,0.519967,
-49.272150,-2.428881,-0.631603,0.188240,0.156246,-0.038217,0.408219,-0.193174,-0.129519,0.232604,-0.098386,0.065739,0.041649,0.597035,0.913497,0.749029,0.634855,0.681565,0.624366,0.445075,0.699107,0.708156,0.710035,0.435324,0.597563,0.518788,
-49.384910,-2.346085,-0.565417,0.250751,0.203582,0.047455,0.368865,-0.146083,-0.043882,0.335051,-0.028045,0.069549,0.089209,0.721384,1.002833,0.740698,0.579738,0.680073,0.706719,0.495444,0.723506,0.731623,0.653284,0.425419,0.596436,0.544169,
-49.432000,-2.311595,-0.432845,0.309703,0.162938,0.063882,0.348294,-0.125800,0.008031,0.359759,0.061253,0.164485,0.130552,0.684055,1.034700,0.845643,0.458512,0.724407,0.722122,0.490937,0.731213,0.731849,0.635634,0.512003,0.610000,0.531946,
-49.553618,-2.164988,-0.254137,0.363019,0.230236,0.080809,0.294867,-0.117906,0.018914,0.381321,0.143655,0.203569,0.148539,0.983007,1.050131,0.848732,0.491823,0.756141,0.726270,0.490296,0.732091,0.734262,0.641575,0.487973,0.583257,0.549678,
-49.715389,-2.009035,-0.109595,0.398945,0.278112,0.136703,0.318021,-0.184287,0.042105,0.404646,0.206904,0.237324,0.142546,1.225045,1.106684,0.929094,0.488069,0.787910,0.729014,0.463580,0.746778,0.744530,0.664255,0.490631,0.587692,0.548025,
-50.008397,-1.904992,-0.017223,0.459363,0.369883,0.187873,0.329217,-0.093829,0.127465,0.429264,0.227696,0.217668,0.084145,1.544133,1.152737,0.908250,0.508459,0.755477,0.737832,0.468703,0.793314,0.795973,0.682127,0.508785,0.562036,0.483088,
-50.185439,-1.749357,0.034367,0.466297,0.467722,0.249251,0.342574,-0.115282,0.119933,0.473083,0.273724,0.258295,0.123500,1.692276,1.250755,0.887511,0.499540,0.656656,0.652032,0.485559,0.769245,0.792892,0.676547,0.513867,0.548216,0.517936,
-50.495666,-1.618075,0.113469,0.479780,0.582030,0.331059,0.345659,-0.142181,0.114289,0.466518,0.251640,0.314886,0.155419,1.978468,1.268841,0.867883,0.496379,0.581525,0.605884,0.486832,0.766681,0.794270,0.678835,0.536223,0.485246,0.523125,
-50.859557,-1.462314,0.119049,0.533708,0.546270,0.353186,0.413273,-0.006383,0.201087,0.495312,0.233635,0.328551,0.219167,2.427389,1.105974,0.862699,0.508357,0.613345,0.590222,0.466386,0.749084,0.769552,0.675280,0.533989,0.497405,0.559771,
-51.269290,-1.262671,0.171147,0.642222,0.569552,0.318150,0.475835,0.034551,0.245676,0.555850,0.271882,0.324805,0.158861,2.665136,1.093563,0.843046,0.566044,0.619460,0.576298,0.467708,0.726189,0.726061,0.635464,0.536271,0.492860,0.537841,
-51.636047,-1.147303,0.211149,0.694505,0.637128,0.355149,0.479578,0.084977,0.280987,0.617427,0.295456,0.329556,0.225273,2.880645,1.109451,0.829163,0.505163,0.600543,0.572995,0.466488,0.709838,0.708990,0.599443,0.531309,0.496662,0.539196,
-52.087716,-0.993672,0.285282,0.744288,0.586976,0.430789,0.510118,0.105125,0.333441,0.654852,0.334997,0.338174,0.271295,3.106659,1.209092,0.844919,0.492672,0.621741,0.560085,0.462663,0.707051,0.730188,0.586862,0.477410,0.492802,0.533360,
-52.575587,-0.784245,0.323915,0.792350,0.564882,0.396494,0.515048,0.128555,0.405627,0.671905,0.380486,0.383360,0.238786,3.434608,1.098535,0.832322,0.532172,0.612573,0.575365,0.459108,0.713846,0.676580,0.575441,0.457004,0.510211,0.522843,
-53.117456,-0.691606,0.338488,0.784516,0.608471,0.490941,0.533073,0.177200,0.435852,0.715813,0.381814,0.392945,0.246560,3.662617,1.101347,0.823877,0.532190,0.601892,0.533628,0.446981,0.647041,0.641943,0.510691,0.455533,0.495572,0.510578,
-53.692440,-0.517247,0.408812,0.849816,0.604174,0.437318,0.498662,0.172419,0.466389,0.685322,0.387010,0.424974,0.239554,3.863668,0.973350,0.816041,0.557080,0.599879,0.596852,0.469707,0.649629,0.636780,0.516796,0.451202,0.442532,0.520283,
-54.213347,-0.430683,0.499956,0.883437,0.625794,0.496628,0.419651,0.173406,0.466108,0.674752,0.343296,0.402686,0.244454,4.000381,0.954809,0.763941,0.541138,0.589581,0.539447,0.485403,0.648865,0.637335,0.535172,0.458221,0.461803,0.515241,
-54.855145,-0.261582,0.646302,0.925108,0.660385,0.550660,0.414565,0.183628,0.488110,0.706735,0.331771,0.361769,0.218547,4.086495,0.901217,0.603266,0.552371,0.555832,0.494667,0.484537,0.650523,0.618011,0.517545,0.460740,0.428392,0.516227,
-55.403893,-0.136763,0.695850,1.015304,0.650489,0.528066,0.398976,0.271917,0.483554,0.675153,0.356868,0.359540,0.202578,4.160590,0.783322,0.652592,0.674078,0.548400,0.495472,0.493518,0.526121,0.622208,0.543391,0.446128,0.428539,0.522856,
-55.994856,-0.055680,0.732369,0.984947,0.571679,0.541308,0.409209,0.306139,0.520567,0.683072,0.377586,0.368421,0.239166,4.071176,0.748858,0.632032,0.707657,0.642997,0.496934,0.503346,0.566207,0.617134,0.550303,0.459859,0.419887,0.509689,
-56.656959,0.052314,0.787364,0.982092,0.542801,0.523992,0.353507,0.261427,0.426438,0.580017,0.366642,0.376583,0.302201,3.962363,0.620838,0.629574,0.706784,0.643912,0.490973,0.507414,0.599860,0.513389,0.419266,0.467266,0.415886,0.490964,
-57.326790,0.070327,0.805672,0.995390,0.529995,0.536185,0.332534,0.210172,0.371422,0.545813,0.367897,0.419462,0.345080,3.953562,0.610898,0.642746,0.710466,0.644950,0.495010,0.489438,0.579697,0.501422,0.450466,0.465592,0.415937,0.498811,
-57.857935,0.116004,0.858922,0.951516,0.458219,0.525922,0.424597,0.237380,0.312967,0.520149,0.351104,0.445967,0.330242,3.803216,0.598658,0.614781,0.775599,0.706561,0.476687,0.477090,0.612476,0.496715,0.442357,0.463707,0.400450,0.488635,
-58.588195,0.148749,0.806055,1.001723,0.541188,0.513741,0.452940,0.228945,0.306131,0.536685,0.344186,0.384895,0.295239,3.482857,0.550349,0.606703,0.730784,0.624376,0.470302,0.483322,0.612121,0.494971,0.433714,0.449354,0.380683,0.509572,
