% Created by Marsyas
@relation water50.arff
@attribute Mean_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute output {water50}


@data
% filename water50.wav
% srate 86.1328
-54.402310,6.431368,-0.876462,0.610102,-1.458345,0.165045,0.204387,-0.895740,0.125103,0.924355,-0.005540,-0.758891,-0.241266,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
-54.420430,6.447093,-0.875270,0.668157,-1.390559,0.159353,0.187359,-0.871190,0.104394,0.900277,0.003293,-0.723781,-0.215023,0.078985,0.068543,0.005194,0.253060,0.295472,0.024814,0.074220,0.107010,0.090272,0.104956,0.038504,0.153039,0.114393,
-54.429959,6.473023,-0.881271,0.638946,-1.362146,0.144484,0.147114,-0.822726,0.095851,0.857430,-0.001956,-0.643948,-0.195290,0.087284,0.129062,0.026932,0.289211,0.314309,0.068166,0.186848,0.231728,0.095821,0.209363,0.045812,0.372703,0.139456,
-54.366704,6.462350,-0.932901,0.587341,-1.338064,0.131815,0.114035,-0.766173,0.101811,0.827603,0.007007,-0.566539,-0.171132,0.295195,0.140393,0.225562,0.370432,0.324309,0.084708,0.227844,0.325893,0.101021,0.238211,0.059673,0.484730,0.168271,
-54.290298,6.501021,-0.902350,0.561260,-1.366832,0.160713,0.178565,-0.710801,0.122828,0.813219,0.033280,-0.492764,-0.139880,0.438883,0.213840,0.268442,0.385949,0.357522,0.157996,0.377747,0.387445,0.139917,0.240608,0.126556,0.556771,0.206128,
-54.244139,6.553137,-0.947943,0.554535,-1.347434,0.186454,0.173073,-0.689404,0.109180,0.807952,0.039244,-0.456322,-0.086836,0.471975,0.300122,0.330448,0.386211,0.362520,0.194359,0.378130,0.388455,0.151835,0.239267,0.127394,0.561988,0.291878,
-54.148041,6.568344,-0.935917,0.554221,-1.326466,0.230658,0.149378,-0.647746,0.096334,0.751692,0.032013,-0.425188,-0.040426,0.606483,0.301270,0.337139,0.386168,0.367592,0.270201,0.390085,0.408264,0.160562,0.322939,0.133680,0.561611,0.334339,
-54.089982,6.494902,-0.927126,0.567084,-1.257054,0.253096,0.161195,-0.608719,0.064450,0.714965,0.046176,-0.367701,-0.066035,0.634304,0.461915,0.340847,0.392055,0.456462,0.282188,0.395119,0.419835,0.207992,0.342396,0.143589,0.582950,0.366783,
-53.900271,6.458368,-0.981059,0.562523,-1.190066,0.231129,0.150769,-0.585507,0.024521,0.666311,0.059274,-0.312979,-0.067941,0.983694,0.493322,0.407405,0.392058,0.516382,0.304413,0.396590,0.416142,0.262125,0.376612,0.150076,0.594905,0.367786,
-53.751331,6.421071,-1.014325,0.531675,-1.124811,0.160255,0.136936,-0.568847,-0.018497,0.626344,0.078264,-0.260164,-0.075386,1.113368,0.521355,0.424318,0.410919,0.559055,0.444380,0.399295,0.410013,0.308570,0.389308,0.164050,0.599842,0.372694,
-53.632646,6.480765,-1.058052,0.484255,-1.071609,0.176018,0.070336,-0.536693,-0.010433,0.570402,0.068318,-0.265311,-0.065696,1.163057,0.583733,0.452016,0.451820,0.575180,0.449829,0.484488,0.408329,0.314272,0.421519,0.174524,0.604523,0.370769,
