0.068359,0.063749,0.175097,0.552849,-62.992319,2.774768,1.712862,0.701679,-1.136492,-0.269765,-1.202721,-0.050016,0.192408,0.068126,0.265120,0.831227,0.644436,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,1.491642,3.028438,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.069336,0.063420,0.174903,0.529595,-63.059557,2.734377,1.716128,0.754571,-1.108400,-0.198396,-1.159042,-0.052173,0.220579,0.112613,0.228264,0.819543,0.669735,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,1.484892,2.962595,0.004257,0.001435,0.000848,0.101362,0.293087,0.176061,0.014236,0.230554,0.122452,0.311093,0.190392,0.009401,0.122794,0.193913,0.160653,0.050927,0.110274,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.029423,0.287001,
0.069141,0.061340,0.168288,0.506431,-63.102822,2.714747,1.682228,0.769320,-1.090658,-0.173569,-1.111117,-0.029524,0.231946,0.115404,0.186538,0.781701,0.640103,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,1.464379,2.869771,0.004385,0.009102,0.028801,0.139255,0.340069,0.191660,0.149197,0.236067,0.141346,0.323953,0.275139,0.099662,0.129972,0.193654,0.236249,0.170053,0.174190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.092647,0.483585,
0.069238,0.059667,0.161868,0.483122,-63.119969,2.728640,1.723282,0.783061,-1.075851,-0.105837,-1.057990,-0.017125,0.212189,0.114645,0.172006,0.743352,0.578913,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,1.464958,2.868147,0.004388,0.011313,0.039054,0.165983,0.342700,0.205107,0.238324,0.239701,0.150953,0.423179,0.345827,0.111110,0.160845,0.193868,0.239879,0.230352,0.317731,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.092851,0.483104,
0.072070,0.060601,0.163230,0.458810,-63.119082,2.736656,1.746824,0.753036,-1.093522,-0.039695,-1.011463,0.017577,0.216386,0.160574,0.110233,0.723524,0.534870,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,1.472202,2.847645,0.012910,0.012335,0.039956,0.188124,0.343052,0.209832,0.258530,0.281908,0.175678,0.490423,0.383742,0.181501,0.161369,0.270909,0.344297,0.238845,0.363370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100025,0.484565,
0.073340,0.059229,0.158949,0.433822,-63.165037,2.766412,1.784729,0.764848,-1.081785,-0.013198,-0.936066,0.086030,0.233991,0.196410,0.126302,0.747782,0.489693,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000000,0.000001,0.000000,0.000000,1.460353,2.790387,0.013706,0.013388,0.042930,0.206287,0.382308,0.251239,0.302592,0.284447,0.180198,0.491592,0.475845,0.335736,0.176308,0.301937,0.358363,0.271020,0.401143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.110507,0.525730,
0.073438,0.057628,0.152140,0.410750,-63.216891,2.814535,1.825842,0.795439,-1.047134,0.013309,-0.843774,0.128731,0.288687,0.250155,0.070888,0.739438,0.469261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,1.444880,2.714686,0.013677,0.014611,0.050040,0.217201,0.423479,0.328520,0.343175,0.307937,0.226919,0.491336,0.582277,0.368435,0.288749,0.363672,0.413985,0.270891,0.403143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.125668,0.590957,
0.074219,0.058718,0.148054,0.387533,-62.752996,2.758275,1.528486,0.894933,-0.926625,0.044353,-0.840413,0.163171,0.270742,0.219131,0.060324,0.739355,0.434804,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,1.503448,3.185376,0.013811,0.015792,0.051319,0.225431,2.115766,0.415379,1.365633,0.514054,0.553064,0.492084,0.580386,0.382059,0.304877,0.402292,0.411582,0.270863,0.415946,0.000008,0.000009,0.000007,0.000004,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000004,0.294015,2.203182,
0.075000,0.059561,0.143580,0.361660,-62.170633,2.699566,1.164439,0.985133,-0.757641,0.069273,-0.820718,0.246446,0.256746,0.153222,-0.003874,0.758963,0.461693,0.000048,0.000015,0.000009,0.000006,0.000003,0.000002,0.000001,0.000001,0.000001,0.000002,0.000006,0.000034,1.671881,19.270385,0.013899,0.016474,0.052650,0.234487,3.262132,0.485892,2.061258,0.619657,0.881764,0.488149,0.574410,0.492160,0.314428,0.514081,0.470545,0.290301,0.444996,0.000201,0.000055,0.000033,0.000020,0.000011,0.000006,0.000001,0.000001,0.000001,0.000004,0.000021,0.000142,0.788347,70.111542,
0.075684,0.060323,0.138716,0.340904,-61.690438,2.643399,0.831139,1.131072,-0.553866,0.136405,-0.791211,0.303313,0.249763,0.048964,-0.038078,0.779431,0.529135,0.000088,0.000021,0.000010,0.000007,0.000005,0.000004,0.000001,0.000001,0.000001,0.000002,0.000009,0.000064,1.871048,31.408095,0.013892,0.016994,0.053990,0.235017,3.772734,0.536268,2.448245,0.840182,1.188306,0.527632,0.569162,0.519564,0.317316,0.698962,0.474594,0.308532,0.555960,0.000257,0.000060,0.000033,0.000020,0.000013,0.000010,0.000002,0.000001,0.000001,0.000004,0.000026,0.000189,1.141657,85.559946,
