0.044922,0.037454,0.038911,0.651345,-70.893862,7.768171,-1.608811,-1.592499,-1.786264,0.185382,0.887614,1.285593,1.822763,-1.228812,-1.037066,-1.292773,-0.497622,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.547190,13.846243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.044922,0.037688,0.039105,0.622166,-70.859595,7.764188,-1.602758,-1.594302,-1.782545,0.190874,0.867853,1.297389,1.718308,-1.210449,-1.040003,-1.293052,-0.481144,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.574498,15.344523,0.000000,0.001019,0.000848,0.127189,0.149366,0.017361,0.026383,0.007859,0.016213,0.023939,0.086135,0.051414,0.455308,0.080040,0.012802,0.001217,0.071825,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.119032,6.530852,
0.044727,0.037737,0.039300,0.595018,-70.811505,7.795003,-1.564627,-1.622056,-1.749160,0.234958,0.853408,1.251567,1.624029,-1.190175,-1.028891,-1.319747,-0.461042,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.552204,15.162893,0.000851,0.001031,0.001167,0.169104,0.250908,0.136340,0.166913,0.120816,0.145568,0.192386,0.103984,0.208848,0.597069,0.116069,0.050743,0.116302,0.110336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.157577,6.619901,
0.045020,0.037424,0.039494,0.566285,-70.857863,7.733994,-1.544179,-1.606887,-1.699592,0.254181,0.800258,1.205446,1.592344,-1.140265,-1.021650,-1.260884,-0.403154,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.457507,14.573343,0.001572,0.001762,0.001389,0.202597,0.333802,0.304273,0.184385,0.140943,0.253367,0.205250,0.246679,0.284418,0.602473,0.238628,0.058761,0.287286,0.267596,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.442901,7.209672,
0.045605,0.036942,0.039494,0.535993,-70.966678,7.644679,-1.433072,-1.525380,-1.654733,0.238702,0.753229,1.171908,1.520821,-1.137119,-0.997490,-1.214167,-0.378150,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.338565,13.952844,0.002980,0.002738,0.001389,0.230925,0.586713,0.487897,0.504167,0.385273,0.307657,0.220930,0.307665,0.311271,0.653611,0.237853,0.117467,0.347880,0.280646,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.666049,7.758675,
0.045215,0.035761,0.038716,0.508922,-71.086505,7.550252,-1.359208,-1.433907,-1.591338,0.194421,0.713608,1.136391,1.427334,-1.066131,-0.958443,-1.081026,-0.317373,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.219085,13.334907,0.003509,0.005724,0.003788,0.246992,0.774333,0.619788,0.576095,0.543261,0.392858,0.301310,0.337394,0.335830,0.732673,0.373231,0.199187,0.660980,0.366639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.815478,8.220941,
0.045410,0.034388,0.086770,0.481043,-71.270167,7.454790,-1.313254,-1.366883,-1.453016,0.227532,0.729643,1.111432,1.344566,-1.027949,-0.916907,-0.983758,-0.287400,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.096542,12.708294,0.003595,0.007994,0.209543,0.260444,1.081542,0.718107,0.590820,0.599356,0.681131,0.333196,0.352563,0.342301,0.775571,0.393165,0.256757,0.758593,0.375084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.932689,8.625734,
0.043359,0.032901,0.085214,0.452474,-71.373782,7.410725,-1.197070,-1.240039,-1.370121,0.253153,0.723934,1.103380,1.298247,-0.953982,-0.838434,-0.884088,-0.253720,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.975671,12.082686,0.009738,0.009841,0.210008,0.271308,1.138304,0.724535,0.732712,0.779545,0.734336,0.348327,0.350879,0.339996,0.773288,0.478345,0.405054,0.838219,0.384811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.019094,8.967485,
0.041895,0.032283,0.085214,0.424909,-70.877280,7.489688,-1.086549,-1.217452,-1.334599,0.255789,0.703852,1.057139,1.210062,-0.879333,-0.760218,-0.797699,-0.222904,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.855891,11.460079,0.011447,0.009923,0.210008,0.277635,2.540878,0.836582,0.823369,0.775539,0.730519,0.348003,0.352426,0.373326,0.808222,0.541905,0.499233,0.879657,0.388704,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,1.083623,9.251213,
0.041113,0.031599,0.085214,0.395408,-70.105197,7.669447,-1.096203,-1.140235,-1.263991,0.224007,0.629650,0.968029,1.143788,-0.791970,-0.730903,-0.743321,-0.165147,0.000003,0.000003,0.000003,0.000003,0.000003,0.000004,0.000004,0.000003,0.000003,0.000002,0.000002,0.000003,2.743277,10.848442,0.011743,0.010014,0.210008,0.283296,4.213859,1.189092,0.830536,0.810449,0.751399,0.380492,0.448940,0.499526,0.809606,0.614500,0.499329,0.880987,0.427479,0.000011,0.000011,0.000010,0.000010,0.000012,0.000015,0.000014,0.000012,0.000011,0.000009,0.000009,0.000010,1.122272,9.474909,
